"","Sample.ID","User.ID","Date","Time","Gain","Conc.","Units","Norm..coeff.","Formula","RFU","nm1","LED","Day","TimeStamp","relTimeStamp","BaseName","BaseName2"
"666","MEAS-E12-1","Default","4/8/2015","8:05 AM",1.72,NA,"RFU",1,"nm1",11624.9,514,"Blue",16,(04/08/15 08:05:00),1.596528e+01,"MEAS-E12","MEAS-E12"
"667","MEAS-E13-1","Default","4/8/2015","8:05 AM",1.56,NA,"RFU",1,"nm1",12727,514,"Blue",16,(04/08/15 08:05:00),1.596528e+01,"MEAS-E13","MEAS-E13"
"668","MEAS-E14-1","Default","4/8/2015","8:06 AM",1.48,NA,"RFU",1,"nm1",13401.2,514,"Blue",16,(04/08/15 08:06:00),1.596597e+01,"MEAS-E14","MEAS-E14"
"669","MEAS-E15-1","Default","4/8/2015","8:06 AM",1.6,NA,"RFU",1,"nm1",12505.3,514,"Blue",16,(04/08/15 08:06:00),1.596597e+01,"MEAS-E15","MEAS-E15"
"670","MEAS-E16-1","Default","4/8/2015","8:06 AM",1.96,NA,"RFU",1,"nm1",10205.1,514,"Blue",16,(04/08/15 08:06:00),1.596597e+01,"MEAS-E16","MEAS-E16"
"676","1%-1","Default","4/10/2015","4:32 AM",0.68,NA,"RFU",1,"nm1",29231.3,514,"Blue",18,(04/10/15 04:32:00),1.781736e+01,"1%","1%"
"677","10%-1","Default","4/10/2015","4:33 AM",0.04,NA,"RFU",1,"nm1",320661.8,514,"Blue",18,(04/10/15 04:33:00),1.781806e+01,"10%","10%"
"674",".01%-1","Default","4/10/2015","4:32 AM",10,NA,"RFU",1,"nm1",262.3,514,"Blue",18,(04/10/15 04:32:00),1.781736e+01,".01%",".01%"
"675",".1%-1","Default","4/10/2015","4:32 AM",6.12,NA,"RFU",1,"nm1",3185,514,"Blue",18,(04/10/15 04:32:00),1.781736e+01,".1%",".1%"
"672",".0001%-1","Default","4/10/2015","4:31 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",18,(04/10/15 04:31:00),1.781667e+01,".0001%",".0001%"
"673",".001%-1","Default","4/10/2015","4:31 AM",6.16,NA,"RFU",1,"nm1",34.4,514,"Blue",18,(04/10/15 04:31:00),1.781667e+01,".001%",".001%"
"699","Blank-1","Default","4/10/2015","4:40 AM",10,NA,"RFU",1,"nm1",0.3,514,"Blue",18,(04/10/15 04:40:00),1.782292e+01,"Blank","Blank"
"682","Meas-E1-1","Default","4/10/2015","4:35 AM",1.84,NA,"RFU",1,"nm1",10758,514,"Blue",18,(04/10/15 04:35:00),1.781944e+01,"Meas-E1","E1"
"683","Meas-E2-1","Default","4/10/2015","4:35 AM",1.76,NA,"RFU",1,"nm1",11301.8,514,"Blue",18,(04/10/15 04:35:00),1.781944e+01,"Meas-E2","E2"
"684","Meas-E3-1","Default","4/10/2015","4:36 AM",1.76,NA,"RFU",1,"nm1",11437.1,514,"Blue",18,(04/10/15 04:36:00),1.782014e+01,"Meas-E3","E3"
"685","Meas-E4-1","Default","4/10/2015","4:36 AM",1.72,NA,"RFU",1,"nm1",11543.1,514,"Blue",18,(04/10/15 04:36:00),1.782014e+01,"Meas-E4","E4"
"686","Meas-E5-1","Default","4/10/2015","4:36 AM",1.6,NA,"RFU",1,"nm1",12402.9,514,"Blue",18,(04/10/15 04:36:00),1.782014e+01,"Meas-E5","E5"
"687","Meas-E6-1","Default","4/10/2015","4:37 AM",1.84,NA,"RFU",1,"nm1",10987.2,514,"Blue",18,(04/10/15 04:37:00),1.782083e+01,"Meas-E6","E6"
"688","Meas-E7-1","Default","4/10/2015","4:37 AM",1.52,NA,"RFU",1,"nm1",12997.2,514,"Blue",18,(04/10/15 04:37:00),1.782083e+01,"Meas-E7","E7"
"689","Meas-E8-1","Default","4/10/2015","4:37 AM",1.76,NA,"RFU",1,"nm1",11298.3,514,"Blue",18,(04/10/15 04:37:00),1.782083e+01,"Meas-E8","E8"
"690","Meas-E9-1","Default","4/10/2015","4:38 AM",1.64,NA,"RFU",1,"nm1",12180,514,"Blue",18,(04/10/15 04:38:00),1.782153e+01,"Meas-E9","E9"
"691","Meas-E10-1","Default","4/10/2015","4:38 AM",1.64,NA,"RFU",1,"nm1",12082.3,514,"Blue",18,(04/10/15 04:38:00),1.782153e+01,"Meas-E10","E10"
"692","Meas-E11-1","Default","4/10/2015","4:38 AM",2.8,NA,"RFU",1,"nm1",7126.6,514,"Blue",18,(04/10/15 04:38:00),1.782153e+01,"Meas-E11","E11"
"693","Meas-E12-1","Default","4/10/2015","4:38 AM",1.56,NA,"RFU",1,"nm1",12748.2,514,"Blue",18,(04/10/15 04:38:00),1.782153e+01,"Meas-E12","E12"
"694","Meas-E13-1","Default","4/10/2015","4:39 AM",1.36,NA,"RFU",1,"nm1",14809.8,514,"Blue",18,(04/10/15 04:39:00),1.782222e+01,"Meas-E13","E13"
"695","Meas-E14-1","Default","4/10/2015","4:39 AM",1.4,NA,"RFU",1,"nm1",14245.5,514,"Blue",18,(04/10/15 04:39:00),1.782222e+01,"Meas-E14","E14"
"696","Meas-E15-1","Default","4/10/2015","4:39 AM",1.48,NA,"RFU",1,"nm1",13650,514,"Blue",18,(04/10/15 04:39:00),1.782222e+01,"Meas-E15","E15"
"697","Meas-E16-1","Default","4/10/2015","4:40 AM",1.76,NA,"RFU",1,"nm1",11282.8,514,"Blue",18,(04/10/15 04:40:00),1.782292e+01,"Meas-E16","E16"
"704","1%-1","Default","4/11/2015","4:45 AM",0.76,NA,"RFU",1,"nm1",26233.1,514,"Blue",19,(04/11/15 04:45:00),1.882639e+01,"1%","1%"
"705","10%-1","Default","4/11/2015","4:45 AM",0.04,NA,"RFU",1,"nm1",248640.8,514,"Blue",19,(04/11/15 04:45:00),1.882639e+01,"10%","10%"
"702",".01%-1","Default","4/11/2015","4:44 AM",10,NA,"RFU",1,"nm1",251.2,514,"Blue",19,(04/11/15 04:44:00),1.882569e+01,".01%",".01%"
"703",".1%-1","Default","4/11/2015","4:44 AM",7,NA,"RFU",1,"nm1",2779.8,514,"Blue",19,(04/11/15 04:44:00),1.882569e+01,".1%",".1%"
"700",".0001%-1","Default","4/11/2015","4:44 AM",6.2,NA,"RFU",1,"nm1",7.5,514,"Blue",19,(04/11/15 04:44:00),1.882569e+01,".0001%",".0001%"
"701",".001%-1","Default","4/11/2015","4:44 AM",10,NA,"RFU",1,"nm1",18.4,514,"Blue",19,(04/11/15 04:44:00),1.882569e+01,".001%",".001%"
"726","Blank-1","Default","4/11/2015","4:52 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",19,(04/11/15 04:52:00),1.883125e+01,"Blank","Blank"
"710","Meas-E1-1","Default","4/11/2015","4:48 AM",1.68,NA,"RFU",1,"nm1",11849.1,514,"Blue",19,(04/11/15 04:48:00),1.882847e+01,"Meas-E1","E1"
"711","Meas-E3-1","Default","4/11/2015","4:48 AM",1.56,NA,"RFU",1,"nm1",12663.3,514,"Blue",19,(04/11/15 04:48:00),1.882847e+01,"Meas-E3","E3"
"712","Meas-E4-1","Default","4/11/2015","4:48 AM",1.6,NA,"RFU",1,"nm1",12330.2,514,"Blue",19,(04/11/15 04:48:00),1.882847e+01,"Meas-E4","E4"
"713","Meas-E5-1","Default","4/11/2015","4:48 AM",1.76,NA,"RFU",1,"nm1",11468.3,514,"Blue",19,(04/11/15 04:48:00),1.882847e+01,"Meas-E5","E5"
"714","Meas-E6-1","Default","4/11/2015","4:49 AM",1.68,NA,"RFU",1,"nm1",11909,514,"Blue",19,(04/11/15 04:49:00),1.882917e+01,"Meas-E6","E6"
"715","Meas-E7-1","Default","4/11/2015","4:49 AM",1.48,NA,"RFU",1,"nm1",13364.5,514,"Blue",19,(04/11/15 04:49:00),1.882917e+01,"Meas-E7","E7"
"716","Meas-E8-1","Default","4/11/2015","4:49 AM",1.76,NA,"RFU",1,"nm1",11163,514,"Blue",19,(04/11/15 04:49:00),1.882917e+01,"Meas-E8","E8"
"717","Meas-E9-1","Default","4/11/2015","4:50 AM",1.64,NA,"RFU",1,"nm1",12242.5,514,"Blue",19,(04/11/15 04:50:00),1.882986e+01,"Meas-E9","E9"
"718","Meas-E10-1","Default","4/11/2015","4:50 AM",1.64,NA,"RFU",1,"nm1",12266.7,514,"Blue",19,(04/11/15 04:50:00),1.882986e+01,"Meas-E10","E10"
"719","Meas-E11-1","Default","4/11/2015","4:50 AM",3.04,NA,"RFU",1,"nm1",6632,514,"Blue",19,(04/11/15 04:50:00),1.882986e+01,"Meas-E11","E11"
"720","Meas-E12-1","Default","4/11/2015","4:50 AM",1.68,NA,"RFU",1,"nm1",11900.7,514,"Blue",19,(04/11/15 04:50:00),1.882986e+01,"Meas-E12","E12"
"721","Meas-E13-1","Default","4/11/2015","4:51 AM",1.44,NA,"RFU",1,"nm1",13956.7,514,"Blue",19,(04/11/15 04:51:00),1.883056e+01,"Meas-E13","E13"
"722","Meas-E14-1","Default","4/11/2015","4:51 AM",1.28,NA,"RFU",1,"nm1",15710.3,514,"Blue",19,(04/11/15 04:51:00),1.883056e+01,"Meas-E14","E14"
"723","Meas-E15-1","Default","4/11/2015","4:51 AM",1.44,NA,"RFU",1,"nm1",13926.5,514,"Blue",19,(04/11/15 04:51:00),1.883056e+01,"Meas-E15","E15"
"724","Meas-E16-1","Default","4/11/2015","4:51 AM",1.76,NA,"RFU",1,"nm1",11261.1,514,"Blue",19,(04/11/15 04:51:00),1.883056e+01,"Meas-E16","E16"
"731","1%-1","Default","4/12/2015","9:01 AM",0.64,NA,"RFU",1,"nm1",29784.8,514,"Blue",20,(04/12/15 09:01:00),2.000417e+01,"1%","1%"
"733","10%-1","Default","4/12/2015","9:02 AM",0.04,NA,"RFU",1,"nm1",279091.7,514,"Blue",20,(04/12/15 09:02:00),2.000486e+01,"10%","10%"
"729",".01%-1","Default","4/12/2015","9:01 AM",10,NA,"RFU",1,"nm1",259.1,514,"Blue",20,(04/12/15 09:01:00),2.000417e+01,".01%",".01%"
"730",".1%-1","Default","4/12/2015","9:01 AM",7,NA,"RFU",1,"nm1",2847.2,514,"Blue",20,(04/12/15 09:01:00),2.000417e+01,".1%",".1%"
"727",".0001%-1","Default","4/12/2015","9:00 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",20,(04/12/15 09:00:00),2.000347e+01,".0001%",".0001%"
"728",".001%-1","Default","4/12/2015","9:00 AM",10,NA,"RFU",1,"nm1",19.7,514,"Blue",20,(04/12/15 09:00:00),2.000347e+01,".001%",".001%"
"755","Blank-1","Default","4/12/2015","9:10 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",20,(04/12/15 09:10:00),2.001042e+01,"Blank","Blank"
"739","Meas-E1-1","Default","4/12/2015","9:05 AM",1.96,NA,"RFU",1,"nm1",10122.1,514,"Blue",20,(04/12/15 09:05:00),2.000694e+01,"Meas-E1","E1"
"740","Meas-E2-1","Default","4/12/2015","9:05 AM",1.84,NA,"RFU",1,"nm1",10809.9,514,"Blue",20,(04/12/15 09:05:00),2.000694e+01,"Meas-E2","E2"
"741","Meas-E3-1","Default","4/12/2015","9:05 AM",1.64,NA,"RFU",1,"nm1",12126.4,514,"Blue",20,(04/12/15 09:05:00),2.000694e+01,"Meas-E3","E3"
"742","Meas-E4-1","Default","4/12/2015","9:06 AM",1.72,NA,"RFU",1,"nm1",11613,514,"Blue",20,(04/12/15 09:06:00),2.000764e+01,"Meas-E4","E4"
"743","Meas-E5-1","Default","4/12/2015","9:06 AM",1.76,NA,"RFU",1,"nm1",11339.8,514,"Blue",20,(04/12/15 09:06:00),2.000764e+01,"Meas-E5","E5"
"744","Meas-E6-1","Default","4/12/2015","9:06 AM",1.88,NA,"RFU",1,"nm1",10682.1,514,"Blue",20,(04/12/15 09:06:00),2.000764e+01,"Meas-E6","E6"
"745","Meas-E7-1","Default","4/12/2015","9:06 AM",1.64,NA,"RFU",1,"nm1",12223.5,514,"Blue",20,(04/12/15 09:06:00),2.000764e+01,"Meas-E7","E7"
"746","Meas-E8-1","Default","4/12/2015","9:07 AM",1.84,NA,"RFU",1,"nm1",10840.4,514,"Blue",20,(04/12/15 09:07:00),2.000833e+01,"Meas-E8","E8"
"747","Meas-E9-1","Default","4/12/2015","9:07 AM",1.68,NA,"RFU",1,"nm1",11902.5,514,"Blue",20,(04/12/15 09:07:00),2.000833e+01,"Meas-E9","E9"
"748","Meas-E10-1","Default","4/12/2015","9:08 AM",1.68,NA,"RFU",1,"nm1",11871.4,514,"Blue",20,(04/12/15 09:08:00),2.000903e+01,"Meas-E10","E10"
"749","Meas-E11-1","Default","4/12/2015","9:08 AM",2.84,NA,"RFU",1,"nm1",7019,514,"Blue",20,(04/12/15 09:08:00),2.000903e+01,"Meas-E11","E11"
"750","Meas-E12-1","Default","4/12/2015","9:08 AM",1.76,NA,"RFU",1,"nm1",11223.3,514,"Blue",20,(04/12/15 09:08:00),2.000903e+01,"Meas-E12","E12"
"751","Meas-E13-1","Default","4/12/2015","9:09 AM",1.56,NA,"RFU",1,"nm1",12553.4,514,"Blue",20,(04/12/15 09:09:00),2.000972e+01,"Meas-E13","E13"
"752","Meas-E14-1","Default","4/12/2015","9:09 AM",1.48,NA,"RFU",1,"nm1",13445.5,514,"Blue",20,(04/12/15 09:09:00),2.000972e+01,"Meas-E14","E14"
"753","Meas-E15-1","Default","4/12/2015","9:09 AM",1.56,NA,"RFU",1,"nm1",12602.4,514,"Blue",20,(04/12/15 09:09:00),2.000972e+01,"Meas-E15","E15"
"754","Meas-E16-1","Default","4/12/2015","9:10 AM",1.84,NA,"RFU",1,"nm1",10797.1,514,"Blue",20,(04/12/15 09:10:00),2.001042e+01,"Meas-E16","E16"
"760","1%-1","Default","4/13/2015","6:33 AM",0.8,NA,"RFU",1,"nm1",24873,514,"Blue",21,(04/13/15 06:33:00),2.090139e+01,"1%","1%"
"761","10%-1","Default","4/13/2015","6:33 AM",0.04,NA,"RFU",1,"nm1",230619.7,514,"Blue",21,(04/13/15 06:33:00),2.090139e+01,"10%","10%"
"758",".01%-1","Default","4/13/2015","6:32 AM",10,NA,"RFU",1,"nm1",236.4,514,"Blue",21,(04/13/15 06:32:00),2.090069e+01,".01%",".01%"
"759",".1%-1","Default","4/13/2015","6:32 AM",7.68,NA,"RFU",1,"nm1",2540.1,514,"Blue",21,(04/13/15 06:32:00),2.090069e+01,".1%",".1%"
"756",".0001%-1","Default","4/13/2015","6:31 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",21,(04/13/15 06:31:00),2.090000e+01,".0001%",".0001%"
"757",".001%-1","Default","4/13/2015","6:32 AM",10,NA,"RFU",1,"nm1",14.6,514,"Blue",21,(04/13/15 06:32:00),2.090069e+01,".001%",".001%"
"781","Blank-1","Default","4/13/2015","6:45 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",21,(04/13/15 06:45:00),2.090972e+01,"Blank","Blank"
"765","Meas-E1-1","Default","4/13/2015","6:39 AM",1.88,NA,"RFU",1,"nm1",10616.5,514,"Blue",21,(04/13/15 06:39:00),2.090556e+01,"Meas-E1","E1"
"766","Meas-E2-1","Default","4/13/2015","6:39 AM",1.96,NA,"RFU",1,"nm1",10188.9,514,"Blue",21,(04/13/15 06:39:00),2.090556e+01,"Meas-E2","E2"
"767","Meas-E3-1","Default","4/13/2015","6:39 AM",1.76,NA,"RFU",1,"nm1",11343.3,514,"Blue",21,(04/13/15 06:39:00),2.090556e+01,"Meas-E3","E3"
"768","Meas-E4-1","Default","4/13/2015","6:40 AM",1.8,NA,"RFU",1,"nm1",11105,514,"Blue",21,(04/13/15 06:40:00),2.090625e+01,"Meas-E4","E4"
"769","Meas-E5-1","Default","4/13/2015","6:40 AM",1.92,NA,"RFU",1,"nm1",10354,514,"Blue",21,(04/13/15 06:40:00),2.090625e+01,"Meas-E5","E5"
"770","Meas-E6-1","Default","4/13/2015","6:41 AM",1.76,NA,"RFU",1,"nm1",11400.7,514,"Blue",21,(04/13/15 06:41:00),2.090694e+01,"Meas-E6","E6"
"771","Meas-E7-1","Default","4/13/2015","6:41 AM",1.64,NA,"RFU",1,"nm1",12025.2,514,"Blue",21,(04/13/15 06:41:00),2.090694e+01,"Meas-E7","E7"
"772","Meas-E8-1","Default","4/13/2015","6:41 AM",2.04,NA,"RFU",1,"nm1",9821.4,514,"Blue",21,(04/13/15 06:41:00),2.090694e+01,"Meas-E8","E8"
"773","Meas-E9-1","Default","4/13/2015","6:42 AM",1.8,NA,"RFU",1,"nm1",11178.2,514,"Blue",21,(04/13/15 06:42:00),2.090764e+01,"Meas-E9","E9"
"774","Meas-E10-1","Default","4/13/2015","6:42 AM",1.8,NA,"RFU",1,"nm1",11129.5,514,"Blue",21,(04/13/15 06:42:00),2.090764e+01,"Meas-E10","E10"
"775","Meas-E11-1","Default","4/13/2015","6:43 AM",3,NA,"RFU",1,"nm1",6677.6,514,"Blue",21,(04/13/15 06:43:00),2.090833e+01,"Meas-E11","E11"
"776","Meas-E12-1","Default","4/13/2015","6:43 AM",1.84,NA,"RFU",1,"nm1",10776,514,"Blue",21,(04/13/15 06:43:00),2.090833e+01,"Meas-E12","E12"
"777","Meas-E13-1","Default","4/13/2015","6:43 AM",1.56,NA,"RFU",1,"nm1",12836.1,514,"Blue",21,(04/13/15 06:43:00),2.090833e+01,"Meas-E13","E13"
"778","Meas-E14-1","Default","4/13/2015","6:44 AM",1.44,NA,"RFU",1,"nm1",13977.6,514,"Blue",21,(04/13/15 06:44:00),2.090903e+01,"Meas-E14","E14"
"779","Meas-E15-1","Default","4/13/2015","6:44 AM",1.6,NA,"RFU",1,"nm1",12431.9,514,"Blue",21,(04/13/15 06:44:00),2.090903e+01,"Meas-E15","E15"
"780","Meas-E16-1","Default","4/13/2015","6:45 AM",1.92,NA,"RFU",1,"nm1",10434.8,514,"Blue",21,(04/13/15 06:45:00),2.090972e+01,"Meas-E16","E16"
"786","1%-1","Default","4/14/2015","4:36 AM",0.8,NA,"RFU",1,"nm1",24714.3,514,"Blue",22,(04/14/15 04:36:00),2.182014e+01,"1%","1%"
"787","10%-1","Default","4/14/2015","4:36 AM",0.04,NA,"RFU",1,"nm1",227576.5,514,"Blue",22,(04/14/15 04:36:00),2.182014e+01,"10%","10%"
"784",".01%-1","Default","4/14/2015","4:36 AM",10,NA,"RFU",1,"nm1",234.9,514,"Blue",22,(04/14/15 04:36:00),2.182014e+01,".01%",".01%"
"785",".1%-1","Default","4/14/2015","4:36 AM",7.4,NA,"RFU",1,"nm1",2601.9,514,"Blue",22,(04/14/15 04:36:00),2.182014e+01,".1%",".1%"
"782",".0001%-1","Default","4/14/2015","4:35 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",22,(04/14/15 04:35:00),2.181944e+01,".0001%",".0001%"
"783",".001%-1","Default","4/14/2015","4:35 AM",10,NA,"RFU",1,"nm1",21.1,514,"Blue",22,(04/14/15 04:35:00),2.181944e+01,".001%",".001%"
"871","Blank-1","Default","4/14/2015","5:16 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",22,(04/14/15 05:16:00),2.184792e+01,"Blank","Blank"
"794","Meas-A1-1","Default","4/14/2015","4:41 AM",2.56,NA,"RFU",1,"nm1",7765,514,"Blue",22,(04/14/15 04:41:00),2.182361e+01,"Meas-A1","A1"
"795","Meas-A2-1","Default","4/14/2015","4:41 AM",2.12,NA,"RFU",1,"nm1",9484.5,514,"Blue",22,(04/14/15 04:41:00),2.182361e+01,"Meas-A2","A2"
"796","Meas-A3-1","Default","4/14/2015","4:41 AM",10,NA,"RFU",1,"nm1",320,514,"Blue",22,(04/14/15 04:41:00),2.182361e+01,"Meas-A3","A3"
"797","Meas-A4-1","Default","4/14/2015","4:42 AM",10,NA,"RFU",1,"nm1",138.2,514,"Blue",22,(04/14/15 04:42:00),2.182431e+01,"Meas-A4","A4"
"798","Meas-A5-1","Default","4/14/2015","4:42 AM",2.08,NA,"RFU",1,"nm1",9649.9,514,"Blue",22,(04/14/15 04:42:00),2.182431e+01,"Meas-A5","A5"
"799","Meas-A6-1","Default","4/14/2015","4:42 AM",10,NA,"RFU",1,"nm1",18.6,514,"Blue",22,(04/14/15 04:42:00),2.182431e+01,"Meas-A6","A6"
"800","Meas-A7-1","Default","4/14/2015","4:42 AM",1.88,NA,"RFU",1,"nm1",10563.8,514,"Blue",22,(04/14/15 04:42:00),2.182431e+01,"Meas-A7","A7"
"801","Meas-A8-1","Default","4/14/2015","4:43 AM",2.12,NA,"RFU",1,"nm1",9346.4,514,"Blue",22,(04/14/15 04:43:00),2.182500e+01,"Meas-A8","A8"
"802","Meas-A10-1","Default","4/14/2015","4:43 AM",10,NA,"RFU",1,"nm1",764.7,514,"Blue",22,(04/14/15 04:43:00),2.182500e+01,"Meas-A10","A10"
"803","Meas-A11-1","Default","4/14/2015","4:44 AM",10,NA,"RFU",1,"nm1",0,514,"Blue",22,(04/14/15 04:44:00),2.182569e+01,"Meas-A11","A11"
"804","Meas-A12-1","Default","4/14/2015","4:45 AM",10,NA,"RFU",1,"nm1",12,514,"Blue",22,(04/14/15 04:45:00),2.182639e+01,"Meas-A12","A12"
"805","Meas-A13-1","Default","4/14/2015","4:45 AM",2.32,NA,"RFU",1,"nm1",8603.1,514,"Blue",22,(04/14/15 04:45:00),2.182639e+01,"Meas-A13","A13"
"806","Meas-A14-1","Default","4/14/2015","4:45 AM",10,NA,"RFU",1,"nm1",596.9,514,"Blue",22,(04/14/15 04:45:00),2.182639e+01,"Meas-A14","A14"
"807","Meas-A15-1","Default","4/14/2015","4:45 AM",2.04,NA,"RFU",1,"nm1",9714.9,514,"Blue",22,(04/14/15 04:45:00),2.182639e+01,"Meas-A15","A15"
"808","Meas-A16-1","Default","4/14/2015","4:46 AM",2.16,NA,"RFU",1,"nm1",9298.6,514,"Blue",22,(04/14/15 04:46:00),2.182708e+01,"Meas-A16","A16"
"809","Meas-A18-1","Default","4/14/2015","4:46 AM",10,NA,"RFU",1,"nm1",771.3,514,"Blue",22,(04/14/15 04:46:00),2.182708e+01,"Meas-A18","A18"
"810","Meas-A19-1","Default","4/14/2015","4:47 AM",8.92,NA,"RFU",1,"nm1",2139.2,514,"Blue",22,(04/14/15 04:47:00),2.182778e+01,"Meas-A19","A19"
"811","Meas-A20-1","Default","4/14/2015","4:47 AM",10,NA,"RFU",1,"nm1",306.1,514,"Blue",22,(04/14/15 04:47:00),2.182778e+01,"Meas-A20","A20"
"812","Meas-A21-1","Default","4/14/2015","4:50 AM",7.92,NA,"RFU",1,"nm1",2401.8,514,"Blue",22,(04/14/15 04:50:00),2.182986e+01,"Meas-A21","A21"
"813","Meas-A22-1","Default","4/14/2015","4:50 AM",1.52,NA,"RFU",1,"nm1",21.7,514,"Blue",22,(04/14/15 04:50:00),2.182986e+01,"Meas-A22","A22"
"814","Meas-A23-1","Default","4/14/2015","4:51 AM",10,NA,"RFU",1,"nm1",1223.9,514,"Blue",22,(04/14/15 04:51:00),2.183056e+01,"Meas-A23","A23"
"815","Meas-A24-1","Default","4/14/2015","4:51 AM",10,NA,"RFU",1,"nm1",20.1,514,"Blue",22,(04/14/15 04:51:00),2.183056e+01,"Meas-A24","A24"
"816","Meas-A25-1","Default","4/14/2015","4:51 AM",2.04,NA,"RFU",1,"nm1",9624.8,514,"Blue",22,(04/14/15 04:51:00),2.183056e+01,"Meas-A25","A25"
"817","Meas-A26-1","Default","4/14/2015","4:51 AM",3.72,NA,"RFU",1,"nm1",5316.9,514,"Blue",22,(04/14/15 04:51:00),2.183056e+01,"Meas-A26","A26"
"818","Meas-A27-1","Default","4/14/2015","4:52 AM",2.08,NA,"RFU",1,"nm1",9570.7,514,"Blue",22,(04/14/15 04:52:00),2.183125e+01,"Meas-A27","A27"
"819","Meas-A28-1","Default","4/14/2015","4:52 AM",10,NA,"RFU",1,"nm1",428,514,"Blue",22,(04/14/15 04:52:00),2.183125e+01,"Meas-A28","A28"
"820","Meas-A29-1","Default","4/14/2015","4:52 AM",2.36,NA,"RFU",1,"nm1",8454,514,"Blue",22,(04/14/15 04:52:00),2.183125e+01,"Meas-A29","A29"
"821","Meas-A30-1","Default","4/14/2015","4:52 AM",3.64,NA,"RFU",1,"nm1",5419.4,514,"Blue",22,(04/14/15 04:52:00),2.183125e+01,"Meas-A30","A30"
"822","Meas-B1-1","Default","4/14/2015","4:54 AM",2.24,NA,"RFU",1,"nm1",8829.9,514,"Blue",22,(04/14/15 04:54:00),2.183264e+01,"Meas-B1","B1"
"823","Meas-B2-1","Default","4/14/2015","4:55 AM",2.24,NA,"RFU",1,"nm1",8857.2,514,"Blue",22,(04/14/15 04:55:00),2.183333e+01,"Meas-B2","B2"
"824","Meas-B3-1","Default","4/14/2015","4:55 AM",2.08,NA,"RFU",1,"nm1",9656.8,514,"Blue",22,(04/14/15 04:55:00),2.183333e+01,"Meas-B3","B3"
"825","Meas-B4-1","Default","4/14/2015","4:55 AM",2.48,NA,"RFU",1,"nm1",8107.5,514,"Blue",22,(04/14/15 04:55:00),2.183333e+01,"Meas-B4","B4"
"826","Meas-B5-1","Default","4/14/2015","4:55 AM",2.2,NA,"RFU",1,"nm1",9030.2,514,"Blue",22,(04/14/15 04:55:00),2.183333e+01,"Meas-B5","B5"
"827","Meas-B6-1","Default","4/14/2015","4:56 AM",1.84,NA,"RFU",1,"nm1",10815.8,514,"Blue",22,(04/14/15 04:56:00),2.183403e+01,"Meas-B6","B6"
"828","Meas-B7-1","Default","4/14/2015","4:56 AM",2.36,NA,"RFU",1,"nm1",8397,514,"Blue",22,(04/14/15 04:56:00),2.183403e+01,"Meas-B7","B7"
"829","Meas-B8-1","Default","4/14/2015","4:56 AM",2.24,NA,"RFU",1,"nm1",9011.9,514,"Blue",22,(04/14/15 04:56:00),2.183403e+01,"Meas-B8","B8"
"830","Meas-B9-1","Default","4/14/2015","4:56 AM",2.08,NA,"RFU",1,"nm1",9595.1,514,"Blue",22,(04/14/15 04:56:00),2.183403e+01,"Meas-B9","B9"
"831","Meas-B10-1","Default","4/14/2015","4:57 AM",2.24,NA,"RFU",1,"nm1",8888.5,514,"Blue",22,(04/14/15 04:57:00),2.183472e+01,"Meas-B10","B10"
"832","Meas-B11-1","Default","4/14/2015","4:57 AM",2.56,NA,"RFU",1,"nm1",7793.7,514,"Blue",22,(04/14/15 04:57:00),2.183472e+01,"Meas-B11","B11"
"833","Meas-C1-1","Default","4/14/2015","5:00 AM",2.04,NA,"RFU",1,"nm1",9824.3,514,"Blue",22,(04/14/15 05:00:00),2.183681e+01,"Meas-C1","C1"
"834","Meas-C2-1","Default","4/14/2015","5:00 AM",2.92,NA,"RFU",1,"nm1",6767.4,514,"Blue",22,(04/14/15 05:00:00),2.183681e+01,"Meas-C2","C2"
"835","Meas-C3-1","Default","4/14/2015","5:01 AM",1.84,NA,"RFU",1,"nm1",10738.7,514,"Blue",22,(04/14/15 05:01:00),2.183750e+01,"Meas-C3","C3"
"836","Meas-C4-1","Default","4/14/2015","5:01 AM",1.92,NA,"RFU",1,"nm1",10391.1,514,"Blue",22,(04/14/15 05:01:00),2.183750e+01,"Meas-C4","C4"
"837","Meas-C5-1","Default","4/14/2015","5:02 AM",2.08,NA,"RFU",1,"nm1",9556.8,514,"Blue",22,(04/14/15 05:02:00),2.183819e+01,"Meas-C5","C5"
"838","Meas-C6-1","Default","4/14/2015","5:02 AM",2.2,NA,"RFU",1,"nm1",9058.4,514,"Blue",22,(04/14/15 05:02:00),2.183819e+01,"Meas-C6","C6"
"839","Meas-C7-1","Default","4/14/2015","5:02 AM",2.12,NA,"RFU",1,"nm1",9379.6,514,"Blue",22,(04/14/15 05:02:00),2.183819e+01,"Meas-C7","C7"
